customer_id,signup_date,region,acquisition_channel,preferred_device,sessions_last_30d,orders_last_90d,avg_order_value_usd,discount_rate,support_tickets_last_90d,return_rate,nps_score,tenure_months,gross_revenue_12m_usd,last_purchase_date,churned
100959,2024-11-25,East,Organic,Desktop,9,1,44.78,0.178,0,0.12,34.0,13,38.29,2025-12-08,1
100960,2024-05-02,East,Paid Search,Mobile,7,5,55.21,0.113,0,0.092,43.0,20,406.51,2025-11-05,1
100961,2024-09-27,East,Organic,Mobile,13,1,32.57,0.115,0,0.087,45.0,15,33.94,2025-09-15,0
100962,2024-09-01,North,Paid Search,Mobile,16,2,53.83,0.017,0,0.429,58.0,16,96.18,2025-12-22,0
100963,2024-07-19,North,Paid Search,Mobile,10,5,20.73,0.12,0,0.055,58.0,17,183.49,2025-11-10,0
100964,2024-08-02,Central,Referral,,13,2,35.19,0.201,0,0.069,48.0,17,140.33,2025-12-17,0
100965,2025-06-17,East,Organic,Mobile,9,1,36.97,0.111,0,0.043,73.0,6,49.24,2025-11-19,0
100966,2024-03-19,Central,Email,Desktop,8,5,49.57,0.213,0,0.051,36.0,21,313.91,2025-09-06,0
100967,2024-08-14,North,Paid Search,Desktop,7,4,64.25,0.115,0,0.049,20.0,16,313.1,2025-10-27,0
100968,2024-12-08,East,Paid Search,Mobile,8,3,28.81,0.251,1,0.039,19.0,12,94.96,2025-11-21,0
100969,2025-01-29,North,Paid Search,Mobile,13,3,49.44,0.116,0,0.133,32.0,11,193.62,2025-10-17,0
100970,2025-10-05,South,Paid Search,Desktop,2,3,60.7,0.335,0,0.208,,2,237.89,2025-11-28,1
100971,2025-11-05,North,Organic,Mobile,13,7,76.96,0.162,0,0.025,20.0,1,962.83,2025-12-22,0
100972,2024-08-05,North,Paid Search,Desktop,9,2,58.0,0.12,0,0.147,7.0,17,121.88,2025-10-25,1
100973,2025-01-29,Central,Organic,Mobile,10,5,32.74,0.101,0,0.314,44.0,11,203.8,2025-10-04,0
100974,2024-01-17,South,Paid Search,Mobile,10,1,26.04,0.229,0,0.102,44.0,23,29.29,2025-12-10,0
100975,2025-03-27,West,Social,Mobile,14,3,66.44,0.282,0,0.109,-9.0,9,290.1,2025-12-15,1
100976,2024-04-21,East,Paid Search,Mobile,11,2,48.12,0.109,0,0.027,19.0,20,210.83,2025-10-21,0
100977,2024-02-23,East,Referral,Desktop,8,0,46.35,0.178,0,0.019,81.0,22,0.0,,0
100978,2025-05-06,East,Organic,Mobile,13,3,24.14,0.199,1,0.141,46.0,7,102.85,2025-09-10,0
100979,2024-05-10,North,Email,Tablet,15,6,32.68,0.114,1,0.153,42.0,20,295.32,2025-11-19,1
100980,2024-12-14,Central,Referral,Mobile,11,4,47.11,0.378,0,0.043,18.0,12,280.58,2025-11-14,0
100981,2024-03-14,Central,Email,Desktop,12,3,48.09,0.149,0,0.026,42.0,21,312.53,2025-10-24,0
100982,2025-06-29,West,Referral,Desktop,7,2,29.21,0.193,0,0.093,35.0,6,44.67,2025-09-05,0
100983,2025-07-13,East,Organic,Mobile,14,3,45.36,0.152,0,0.15,15.0,5,187.09,2025-10-10,0
100984,2025-02-24,North,Paid Search,Mobile,9,1,26.49,0.359,1,0.095,18.0,10,15.19,2025-10-13,0
100985,2025-09-03,Central,Organic,Desktop,14,4,63.0,0.236,1,0.125,19.0,3,366.54,2025-09-26,0
100986,2024-11-15,South,Referral,Mobile,13,1,40.57,0.027,0,0.087,-2.0,13,57.65,2025-09-25,1
100987,2024-05-16,North,Social,Desktop,17,2,39.36,0.09,0,0.048,2.0,19,83.13,2025-10-29,0
100988,2024-04-20,South,Organic,Mobile,7,2,47.63,0.061,1,0.06,26.0,20,59.78,2025-11-27,0
100989,2024-06-09,West,Email,Mobile,5,1,45.76,0.175,1,0.131,9.0,19,53.5,2025-12-13,1
100990,2024-05-26,West,Organic,Mobile,14,1,59.47,0.13,1,0.078,23.0,19,75.01,2025-10-24,0
100991,2024-08-24,West,Social,Desktop,8,0,47.14,0.308,0,0.022,-5.0,16,0.0,,0
100992,2024-06-05,West,Referral,Tablet,7,5,47.61,0.195,0,0.077,55.0,19,237.31,2025-11-18,0
100993,2025-03-08,North,Organic,Mobile,12,6,36.84,0.254,0,0.099,87.0,9,201.19,2025-11-04,0
100994,2024-04-18,Central,Social,Desktop,9,2,45.02,0.087,1,0.101,56.0,20,107.74,2025-11-08,0
100995,2025-03-30,East,Referral,Desktop,14,4,75.03,0.144,0,0.138,63.0,9,291.53,2025-10-22,0
100996,2024-09-01,West,Organic,Mobile,15,2,35.65,0.054,1,0.153,46.0,16,107.04,2025-09-24,0
100997,2025-05-17,North,Paid Search,Mobile,14,2,49.27,0.041,0,0.131,42.0,7,119.06,2025-11-08,0
100998,2025-01-09,Central,Organic,Desktop,10,2,33.7,0.145,0,0.069,37.0,11,51.96,2025-10-30,1
100999,2025-10-23,South,Social,Desktop,10,5,22.73,0.308,0,0.038,12.0,2,132.48,2025-11-12,0
101000,2024-11-17,North,Organic,Mobile,11,1,42.29,0.182,0,0.051,52.0,13,54.9,2025-11-25,0
101001,2024-08-03,East,Email,Desktop,12,3,49.3,0.12,0,0.025,51.0,17,265.38,2025-10-08,0
101002,2025-03-06,North,Email,Mobile,8,5,39.08,0.15,1,0.067,19.0,10,291.88,2025-10-18,0
101003,2025-04-26,North,Organic,Desktop,9,2,30.39,0.134,1,0.056,44.0,8,57.83,2025-10-30,0
101004,2024-11-17,West,Paid Search,Desktop,9,3,53.3,0.092,1,0.113,13.0,13,276.31,2025-11-26,1
101005,2025-02-13,South,Social,Desktop,6,4,43.69,0.099,0,0.064,19.0,10,149.11,2025-09-18,0
101006,2024-12-10,Central,Social,Mobile,5,0,28.16,0.028,1,0.114,50.0,12,0.0,,0
101007,2024-08-11,South,Paid Search,Mobile,3,1,25.45,0.059,1,0.128,41.0,16,37.62,2025-10-03,0
101008,2024-08-17,West,Organic,Mobile,12,0,38.24,0.217,0,0.083,29.0,16,0.0,,0
101009,2025-10-25,East,Organic,Mobile,15,6,45.62,0.06,0,0.098,26.0,2,537.17,2025-11-04,0
101010,2025-05-08,West,Email,Desktop,10,2,53.93,0.159,1,0.16,35.0,7,175.1,2025-10-17,0
101011,2024-03-10,East,Paid Search,Mobile,11,3,30.59,0.053,0,0.148,-11.0,22,108.77,2025-12-06,0
101012,2025-12-04,East,Referral,Mobile,6,1,41.85,0.041,0,0.103,16.0,1,59.6,2025-09-29,0
101013,2025-06-04,Central,Paid Search,Mobile,13,5,49.17,0.237,0,0.097,3.0,7,298.12,2025-12-29,0
101014,2024-02-06,South,Email,Mobile,4,1,26.26,0.055,2,0.075,28.0,23,26.95,2025-10-31,0
101015,2025-06-16,North,Organic,Mobile,9,0,40.61,0.283,0,0.069,62.0,6,0.0,,0
101016,2025-03-07,West,Organic,Desktop,5,2,69.15,0.219,0,0.082,47.0,9,250.21,2025-10-21,0
101017,2025-10-31,Central,Email,Desktop,9,1,30.48,0.071,0,0.066,22.0,2,43.65,2025-11-28,0
101018,2024-12-23,North,Email,Mobile,13,1,55.69,0.171,1,0.385,13.0,12,109.51,2025-09-07,1
101019,2025-01-14,East,Paid Search,Desktop,9,0,71.32,0.105,0,0.152,16.0,11,0.0,,0
101020,2024-08-18,Central,Paid Search,Desktop,10,3,41.73,0.108,1,0.297,80.0,16,136.9,2025-09-24,0
101021,2024-08-23,West,Paid Search,Mobile,10,2,38.4,0.093,0,0.123,37.0,16,103.03,2025-10-12,1
101022,2025-03-27,Central,Paid Search,Desktop,4,4,59.31,0.028,1,0.131,35.0,9,353.6,2025-09-03,0
101023,2025-08-28,East,Organic,Mobile,9,3,36.07,0.146,0,0.205,-18.0,4,124.65,2025-11-22,0
101024,2025-10-13,West,Email,Mobile,8,3,21.45,0.121,1,0.061,1.0,2,94.1,2025-10-08,1
101025,2025-07-17,South,Organic,Mobile,9,3,35.12,0.15,1,0.112,29.0,5,152.1,2025-12-28,0
101026,2025-03-21,Central,Social,Mobile,11,0,41.21,0.195,1,0.108,18.0,9,0.0,,0
101027,2024-12-31,South,Organic,Desktop,10,4,51.42,0.246,0,0.034,38.0,12,283.64,2025-11-09,0
101028,2024-09-05,West,Organic,Desktop,7,1,37.14,0.029,1,0.177,33.0,16,60.08,2025-10-05,0
101029,2025-07-15,East,Social,Desktop,6,2,39.57,0.058,1,0.289,46.0,5,104.37,2025-09-28,0
101030,2024-08-20,East,Paid Search,Mobile,10,2,51.45,0.082,0,0.063,-12.0,16,78.89,2025-11-03,0
101031,2024-07-14,West,Social,Mobile,16,4,39.15,0.271,0,0.05,7.0,17,165.32,2025-11-21,0
101032,2025-09-26,East,Organic,Tablet,11,4,26.07,0.243,0,0.119,33.0,3,133.05,2025-10-07,0
101033,2025-03-06,Central,Email,Mobile,11,1,53.19,0.139,0,0.2,19.0,10,50.94,2025-09-14,0
101034,2024-09-15,East,Referral,Mobile,13,2,37.94,0.144,0,0.035,27.0,15,113.31,2025-11-18,0
101035,2025-09-24,West,Referral,Mobile,4,0,59.05,0.027,0,0.056,38.0,3,0.0,,0
101036,2025-12-04,South,Organic,Mobile,6,4,24.42,0.215,0,0.147,16.0,1,116.8,2025-11-08,1
101037,2024-08-20,East,Paid Search,Mobile,14,2,37.84,0.135,2,0.048,33.0,16,90.51,2025-09-16,0
101038,2025-01-16,East,Paid Search,Mobile,6,6,45.14,0.057,2,0.066,41.0,11,348.17,2025-10-15,0
101039,2024-12-19,North,Paid Search,Mobile,15,5,40.11,0.101,0,0.04,37.0,12,241.52,2025-10-12,0
101040,2025-05-27,North,Organic,Mobile,15,5,28.65,0.05,1,0.183,49.0,7,127.58,2025-10-10,0
101041,2025-11-26,West,Organic,Mobile,8,0,21.04,0.197,0,0.081,-19.0,1,0.0,,1
101042,2025-02-04,West,Paid Search,Mobile,11,3,64.76,0.108,0,0.117,20.0,11,237.95,2025-09-19,0
101043,2025-08-06,West,Organic,Mobile,14,2,43.99,0.171,1,0.062,53.0,4,147.43,2025-11-15,0
101044,2025-03-11,North,Paid Search,Desktop,8,3,65.97,0.27,0,0.053,13.0,9,266.38,2025-10-03,0
101045,2025-10-10,South,Organic,Mobile,8,2,46.82,0.071,0,0.228,10.0,2,164.95,2025-10-09,1
101046,2024-10-22,North,Organic,Desktop,6,4,54.6,0.03,1,0.113,27.0,14,190.12,2025-10-22,0
101047,2024-10-08,West,Social,Desktop,13,0,42.13,0.034,1,0.015,30.0,14,0.0,,0
101048,2024-11-04,Central,Paid Search,Mobile,10,3,44.0,0.144,1,0.177,17.0,14,263.09,2025-11-06,0
101049,2025-12-29,South,Paid Search,Desktop,8,2,64.3,0.265,1,0.029,77.0,1,121.1,2025-12-07,0
101050,2025-03-22,West,Paid Search,Desktop,9,6,50.1,0.187,0,0.132,42.0,9,290.2,2025-12-15,0
101051,2024-04-21,North,Referral,Mobile,8,3,72.03,0.094,0,0.057,12.0,20,244.05,2025-09-09,0
101052,2024-01-30,South,Paid Search,Mobile,10,1,24.43,0.112,1,0.066,-5.0,23,48.6,2025-10-06,1
101053,2025-01-14,North,Social,Mobile,15,2,24.68,0.035,0,0.068,45.0,11,51.53,2025-10-27,0
101054,2025-08-11,South,Email,Tablet,10,6,50.61,0.086,0,0.086,12.0,4,423.19,2025-11-08,0
101055,2024-12-16,West,Paid Search,Desktop,6,5,38.92,0.311,1,0.059,84.0,12,239.06,2025-12-23,0
101056,2025-02-13,Central,Email,Desktop,9,4,77.17,0.131,0,0.102,46.0,10,227.35,2025-11-19,0
101057,2025-08-06,North,Referral,Desktop,16,4,71.22,0.175,0,0.051,49.0,4,332.99,2025-12-08,0
101058,2025-01-12,East,Organic,Mobile,6,3,59.27,0.343,0,0.131,41.0,11,170.36,2025-10-28,0
101059,2025-10-26,West,Paid Search,Desktop,5,2,62.7,0.073,1,0.119,59.0,2,180.95,2025-11-06,0
101060,2025-04-11,Central,Social,Mobile,5,3,27.91,0.159,0,0.036,-25.0,8,152.67,2025-09-07,1
101061,2025-06-18,West,Email,Desktop,11,5,30.16,0.126,0,0.244,5.0,6,165.31,2025-09-21,0
101062,2025-07-25,South,Paid Search,Mobile,11,2,56.52,0.094,0,0.235,61.0,5,125.37,2025-10-20,0
101063,2025-04-03,West,Organic,Mobile,5,2,26.97,0.081,0,0.143,73.0,9,122.93,2025-09-15,0
101064,2024-02-06,South,Social,,10,3,63.19,0.202,1,0.036,0.0,23,184.36,2025-11-22,0
101065,2024-11-08,Central,Organic,Desktop,7,2,52.01,0.029,0,0.014,-10.0,13,91.99,2025-12-18,0
101066,2024-04-13,South,Referral,Mobile,3,2,37.46,0.042,0,0.331,39.0,20,130.19,2025-10-25,1
101067,2025-01-08,West,Paid Search,Mobile,11,2,47.84,0.061,0,0.033,47.0,11,115.59,2025-12-24,0
101068,2024-04-14,North,Referral,Mobile,11,2,48.18,0.191,0,0.099,39.0,20,120.65,2025-09-09,0
101069,2025-01-07,East,Referral,Tablet,5,2,40.06,0.098,0,0.056,34.0,11,168.97,2025-12-17,0
101070,2024-09-08,Central,Social,Mobile,8,1,53.85,0.075,0,0.243,-11.0,15,46.15,2025-09-20,1
101071,2024-01-15,West,Social,Mobile,7,4,58.77,0.24,1,0.19,21.0,23,256.31,2025-10-12,0
101072,2024-04-01,East,Referral,Mobile,10,1,42.07,0.038,1,0.108,25.0,21,38.09,2025-12-02,0
101073,2025-01-02,Central,Referral,Mobile,8,1,33.37,0.316,0,0.189,,12,40.34,2025-10-29,0
101074,2024-02-27,Central,Referral,Mobile,9,2,56.9,0.14,1,0.223,-17.0,22,117.81,2025-10-27,0
101075,2025-09-17,South,Organic,Mobile,9,2,20.49,0.103,0,0.056,50.0,3,36.83,2025-10-04,0
101076,2025-07-08,East,Social,Desktop,6,1,48.33,0.037,0,0.104,57.0,5,71.61,2025-11-10,0
101077,2025-06-02,East,Organic,Desktop,16,2,54.12,0.124,0,0.029,15.0,7,519.15,2025-10-21,0
101078,2024-05-05,West,Referral,Desktop,12,3,39.94,0.053,0,0.023,30.0,20,107.52,2025-11-12,0
101079,2025-08-04,South,Social,Mobile,9,3,45.99,0.234,0,0.198,23.0,4,117.58,2025-12-20,0
101080,2025-04-08,South,Paid Search,Mobile,10,6,36.91,0.015,0,0.12,23.0,8,290.05,2025-10-07,0
101081,2024-10-12,Central,Organic,Desktop,12,2,37.01,0.087,0,0.162,47.0,14,59.08,2025-12-01,0
101082,2024-01-01,Central,Paid Search,Desktop,8,2,58.16,0.058,0,0.013,48.0,24,150.8,2025-11-28,0
101083,2025-01-21,Central,Social,Mobile,10,1,26.65,0.131,0,0.054,62.0,11,44.43,2025-11-22,0
101084,2025-08-04,Central,Organic,Desktop,16,2,55.0,0.334,0,0.17,61.0,4,143.49,2025-10-25,0
101085,2024-01-25,West,Organic,Desktop,6,3,27.28,0.062,0,0.079,31.0,23,85.65,2025-10-08,0
101086,2024-02-08,West,Email,Desktop,11,1,51.99,0.041,2,0.108,99.0,23,68.6,2025-09-25,0
101087,2024-10-06,West,Referral,Desktop,9,3,50.99,0.098,0,0.017,74.0,15,135.06,2025-10-21,0
101088,2025-01-08,East,Organic,Mobile,11,2,32.67,0.152,1,0.098,14.0,11,80.0,2025-11-14,0
101089,2024-12-12,East,Organic,Mobile,9,1,42.38,0.182,0,0.027,38.0,12,45.71,2025-09-09,0
101090,2024-11-07,South,Email,Mobile,8,2,35.66,0.104,0,0.215,-15.0,13,66.25,2025-11-04,1
101091,2024-07-05,West,Social,Mobile,8,5,53.49,0.185,0,0.11,36.0,18,365.38,2025-12-14,1
101092,2024-02-13,South,Social,Desktop,9,3,47.43,0.163,0,0.072,77.0,22,102.31,2025-09-26,0
101093,2024-01-23,South,Paid Search,Mobile,10,2,42.21,0.083,0,0.283,100.0,23,76.18,2025-09-10,0
101094,2024-03-13,East,Organic,Mobile,8,2,41.24,0.045,0,0.163,32.0,21,77.73,2025-11-27,0
101095,2025-05-19,East,Organic,Desktop,8,5,38.55,0.21,0,0.063,43.0,7,196.74,2025-12-05,0
101096,2025-07-28,North,Referral,Desktop,6,0,45.0,0.167,0,0.096,50.0,5,0.0,,0
101097,2024-11-14,Central,Organic,Desktop,10,2,46.22,0.273,0,0.042,84.0,13,126.21,2025-11-20,1
101098,2024-02-26,Central,Organic,Mobile,7,3,35.48,0.177,1,0.385,6.0,22,128.11,2025-12-08,0
101099,2024-10-30,North,Referral,Desktop,10,1,66.85,0.067,0,0.05,100.0,14,82.81,2025-12-27,0
101100,2025-12-21,North,Email,Mobile,9,3,41.37,0.212,0,0.045,27.0,1,143.2,2025-12-09,0
101101,2024-07-01,South,Referral,Mobile,9,1,42.51,0.031,0,0.12,6.0,18,74.08,2025-11-26,0
101102,2024-12-25,West,Paid Search,Mobile,11,1,28.54,0.333,1,0.122,23.0,12,140.13,2025-12-09,0
101103,2025-01-28,Central,Paid Search,,10,1,57.84,0.167,0,0.11,15.0,11,82.56,2025-12-08,0
101104,2024-08-29,North,Paid Search,Desktop,6,3,40.44,0.165,0,0.215,45.0,16,125.84,2025-09-09,0
101105,2024-11-16,West,Paid Search,Mobile,6,2,31.57,0.029,0,0.073,-6.0,13,88.57,2025-12-05,0
101106,2024-12-10,North,Paid Search,Mobile,3,1,65.16,0.216,0,0.02,39.0,12,85.48,2025-09-24,1
101107,2024-12-12,South,Paid Search,Desktop,11,3,52.34,0.313,0,0.203,52.0,12,209.91,2025-10-24,0
101108,2025-06-08,Central,Social,Desktop,9,2,54.99,0.151,0,0.166,72.0,6,193.42,2025-11-09,0
101109,2025-02-28,North,Email,Mobile,6,1,45.77,0.211,0,0.142,52.0,10,37.6,2025-09-29,0
101110,2024-02-09,North,Email,Tablet,10,4,41.33,0.024,0,0.297,71.0,23,263.44,2025-12-29,0
101111,2024-01-05,East,Organic,Desktop,9,4,40.69,0.301,0,0.067,20.0,24,179.14,2025-10-03,0
101112,2024-10-27,West,Paid Search,Tablet,7,1,55.34,0.185,0,0.148,45.0,14,57.67,2025-11-12,0
101113,2025-10-25,Central,Organic,Tablet,6,3,53.83,0.07,0,0.024,-21.0,2,327.34,2025-09-23,1
101114,2024-01-27,Central,Paid Search,Desktop,7,1,43.57,0.059,0,0.147,32.0,23,63.57,2025-09-07,0
101115,2024-02-21,North,Organic,Desktop,10,4,82.54,0.097,0,0.041,45.0,22,359.15,2025-10-05,0
101116,2025-05-11,North,Organic,Mobile,3,2,37.76,0.206,0,0.026,47.0,7,111.26,2025-12-18,0
101117,2024-11-25,West,Referral,Mobile,13,2,29.44,0.092,0,0.086,,13,70.42,2025-09-05,1
101118,2024-06-17,South,Paid Search,Mobile,9,0,22.96,0.133,0,0.163,25.0,18,0.0,,0
101119,2024-05-31,Central,Email,Desktop,8,3,27.15,0.191,0,0.155,29.0,19,81.64,2025-12-29,0
101120,2025-05-01,West,Organic,Mobile,11,2,36.55,0.146,0,0.084,24.0,8,93.58,2025-12-09,0
101121,2025-01-17,North,Organic,Desktop,11,1,43.29,0.109,0,0.147,,11,44.65,2025-09-04,0
101122,2025-04-11,Central,Paid Search,Mobile,5,2,46.44,0.389,0,0.141,30.0,8,104.24,2025-09-22,0
101123,2024-07-23,North,Organic,Mobile,7,2,39.58,0.24,0,0.073,37.0,17,113.15,2025-11-12,0
101124,2025-01-19,East,Organic,Mobile,16,1,48.12,0.314,0,0.121,23.0,11,55.05,2025-09-08,0
101125,2025-09-20,East,Email,Mobile,11,1,38.87,0.036,0,0.268,62.0,3,78.62,2025-11-04,0
101126,2024-08-19,East,Organic,Mobile,8,2,38.14,0.04,0,0.111,63.0,16,94.33,2025-09-18,0
101127,2024-10-16,West,Organic,Mobile,4,2,34.91,0.234,4,0.126,17.0,14,112.28,2025-10-23,0
101128,2024-04-29,West,Social,,9,1,68.65,0.13,0,0.046,100.0,20,104.54,2025-10-13,0
101129,2025-04-11,Central,Paid Search,Mobile,8,2,24.98,0.344,0,0.029,16.0,8,80.44,2025-12-30,0
101130,2024-01-24,Central,Social,Mobile,8,4,39.3,0.118,0,0.222,60.0,23,308.46,2025-09-06,0
101131,2024-06-30,East,Paid Search,Mobile,10,2,37.2,0.13,2,0.256,,18,57.14,2025-12-10,0
101132,2025-06-05,North,Referral,Mobile,9,3,52.64,0.137,1,0.177,50.0,6,200.84,2025-12-06,0
101133,2024-01-15,West,Organic,Mobile,11,0,40.8,0.152,0,0.028,52.0,23,0.0,,0
101134,2025-12-24,Central,Paid Search,Desktop,9,2,44.52,0.229,0,0.03,10.0,1,105.29,2025-10-02,0
101135,2024-10-22,South,Social,Desktop,14,2,37.63,0.488,1,0.287,27.0,14,70.63,2025-09-30,0
101136,2024-10-18,East,Referral,Mobile,10,2,59.5,0.11,0,0.051,82.0,14,124.83,2025-10-17,0
101137,2025-01-27,East,Paid Search,Mobile,5,3,39.17,0.12,0,0.151,15.0,11,106.87,2025-09-18,1
101138,2025-04-12,North,Social,Mobile,6,3,67.18,0.026,1,0.254,41.0,8,255.76,2025-10-09,0
101139,2024-12-01,West,Organic,,7,2,44.29,0.063,0,0.016,,13,136.76,2025-12-14,0
101140,2025-10-08,South,Organic,Desktop,5,3,42.06,0.04,1,0.08,29.0,2,137.45,2025-09-28,1
101141,2025-12-04,West,Organic,Mobile,7,2,39.4,0.175,1,0.066,-13.0,1,85.19,2025-11-30,0
101142,2024-05-26,Central,Referral,Desktop,8,1,53.53,0.204,0,0.063,56.0,19,52.19,2025-10-30,0
101143,2025-05-31,Central,Organic,Mobile,8,3,31.58,0.037,2,0.036,28.0,7,91.19,2025-10-20,0
101144,2024-08-07,East,Referral,Mobile,9,2,41.96,0.234,1,0.097,58.0,17,90.79,2025-11-14,0
101145,2025-12-28,South,Organic,Mobile,8,0,36.18,0.155,0,0.175,41.0,1,0.0,,0
101146,2024-07-04,West,Referral,Mobile,4,3,47.65,0.431,0,0.164,37.0,18,207.73,2025-11-29,0
101147,2024-08-03,Central,Referral,Tablet,9,2,45.83,0.105,0,0.126,44.0,17,81.93,2025-11-26,0
101148,2025-06-06,East,Organic,Mobile,15,4,42.53,0.163,0,0.096,10.0,6,198.98,2025-09-04,1
101149,2025-07-30,Central,Organic,Desktop,5,3,44.28,0.129,0,0.142,74.0,5,212.9,2025-11-16,0
101150,2024-04-03,North,Organic,Desktop,7,3,71.69,0.092,0,0.225,26.0,21,193.74,2025-11-05,1
101151,2025-02-10,Central,Referral,Mobile,11,4,44.43,0.542,0,0.214,26.0,10,247.15,2025-10-08,0
101152,2024-09-09,North,Organic,Mobile,11,4,82.77,0.188,1,0.25,63.0,15,346.46,2025-12-02,1
101153,2025-03-23,North,Social,Mobile,11,4,39.25,0.027,0,0.299,41.0,9,232.2,2025-12-08,0
101154,2025-02-10,East,Paid Search,Mobile,16,2,51.19,0.099,0,0.224,29.0,10,117.01,2025-12-06,0
101155,2025-12-21,North,Referral,Desktop,10,7,39.96,0.238,0,0.179,45.0,1,359.54,2025-12-24,0
101156,2025-11-13,North,Paid Search,Mobile,7,3,60.83,0.085,0,0.059,51.0,1,330.94,2025-11-07,0
101157,2025-04-23,North,Paid Search,Desktop,8,4,39.07,0.225,0,0.036,32.0,8,174.56,2025-12-31,0
101158,2025-05-11,East,Email,Desktop,6,1,50.49,0.043,2,0.068,51.0,7,79.74,2025-11-16,0
101159,2025-10-19,West,Organic,Mobile,6,3,38.11,0.079,0,0.14,3.0,2,148.83,2025-10-29,0
101160,2024-05-14,North,Referral,Desktop,7,0,55.58,0.162,0,0.136,42.0,19,0.0,,1
101161,2025-06-14,West,Organic,,9,2,38.43,0.228,0,0.052,55.0,6,85.24,2025-12-01,0
101162,2025-07-18,Central,Paid Search,Desktop,9,0,35.61,0.13,0,0.044,51.0,5,0.0,,0
101163,2024-04-03,North,Email,Mobile,9,2,37.35,0.182,0,0.052,-21.0,21,61.43,2025-10-25,1
101164,2025-10-06,North,Social,Tablet,12,4,62.73,0.064,0,0.205,32.0,2,343.89,2025-09-28,0
101165,2025-05-26,Central,Social,Desktop,10,5,47.67,0.17,0,0.069,5.0,7,330.39,2025-09-17,0
101166,2024-09-10,Central,Organic,Desktop,9,3,30.06,0.163,1,0.115,63.0,15,130.2,2025-12-02,0
101167,2024-12-20,East,Paid Search,Mobile,13,4,53.19,0.112,0,0.068,25.0,12,365.36,2025-11-26,0
101168,2024-12-23,Central,Paid Search,,11,1,34.6,0.283,1,0.07,60.0,12,49.47,2025-10-30,0
101169,2025-11-02,North,Paid Search,Mobile,8,4,50.61,0.064,0,0.065,5.0,1,212.73,2025-12-09,0
101170,2025-12-09,South,Paid Search,Desktop,9,2,50.27,0.031,0,0.15,45.0,1,112.76,2025-10-05,0
101171,2025-08-12,West,Paid Search,Mobile,7,1,50.23,0.193,0,0.138,35.0,4,72.2,2025-12-31,0
101172,2025-04-21,South,Paid Search,Mobile,9,1,62.47,0.231,0,0.072,100.0,8,79.14,2025-11-17,0
101173,2024-03-17,West,Organic,Mobile,4,2,32.54,0.111,0,0.187,64.0,21,77.85,2025-09-05,0
101174,2025-10-30,East,Paid Search,Mobile,11,4,46.44,0.161,0,0.022,63.0,2,176.08,2025-10-04,0
101175,2024-04-07,West,Organic,Mobile,6,0,58.4,0.358,0,0.118,86.0,21,0.0,,0
101176,2024-05-01,East,Referral,Desktop,6,3,38.95,0.096,0,0.074,42.0,20,163.3,2025-12-31,0
101177,2024-02-20,South,Social,Mobile,10,7,28.42,0.043,0,0.18,33.0,22,150.38,2025-09-26,0
101178,2025-11-23,North,Organic,Desktop,10,4,42.63,0.196,0,0.123,,1,110.61,2025-11-08,0
101179,2024-12-26,North,Social,Mobile,11,3,42.39,0.084,0,0.059,43.0,12,183.47,2025-09-20,0
101180,2024-06-21,West,Referral,Desktop,7,2,33.94,0.175,0,0.071,-34.0,18,69.7,2025-09-28,1
101181,2024-02-29,North,Organic,Desktop,11,2,53.91,0.185,0,0.071,35.0,22,141.72,2025-09-03,0
101182,2024-10-28,North,Organic,Mobile,7,1,26.9,0.22,0,0.027,41.0,14,46.03,2025-12-17,0
101183,2025-06-13,North,Organic,Desktop,7,2,66.36,0.501,0,0.019,31.0,6,106.19,2025-09-19,0
101184,2025-12-28,North,Organic,Desktop,17,2,53.35,0.163,0,0.018,-3.0,1,82.85,2025-10-07,0
101185,2025-02-07,Central,Referral,Desktop,8,1,78.1,0.039,0,0.08,31.0,10,89.85,2025-11-26,0
101186,2025-03-19,South,Email,Mobile,17,4,43.97,0.437,0,0.125,-3.0,9,156.95,2025-09-21,1
101187,2025-09-03,Central,Organic,Mobile,7,2,34.19,0.364,0,0.08,79.0,3,74.12,2025-10-25,0
101188,2025-10-21,North,Referral,Desktop,6,0,39.16,0.205,0,0.184,29.0,2,0.0,,1
101189,2024-07-23,West,Organic,Mobile,8,7,43.88,0.2,0,0.165,-17.0,17,387.45,2025-09-07,1
101190,2025-12-26,East,Social,Desktop,4,0,42.32,0.064,1,0.172,25.0,1,0.0,,0
101191,2025-01-14,South,Referral,Mobile,6,3,53.34,0.212,0,0.069,57.0,11,241.22,2025-10-16,0
101192,2025-11-10,Central,Paid Search,Desktop,13,4,34.24,0.064,1,0.277,35.0,1,197.96,2025-09-19,0
101193,2024-03-26,Central,Organic,Mobile,10,3,65.58,0.146,0,0.165,12.0,21,223.02,2025-09-30,0
101194,2024-03-12,Central,Social,Mobile,7,1,51.62,0.082,0,0.043,,21,73.45,2025-10-16,0
101195,2025-10-08,North,Email,Tablet,10,3,40.07,0.115,0,0.036,28.0,2,97.98,2025-09-14,0
101196,2025-05-06,South,Organic,Desktop,7,3,69.15,0.199,0,0.214,24.0,7,314.81,2025-09-13,0
101197,2024-05-07,West,Organic,Desktop,10,4,38.16,0.034,1,0.019,-1.0,20,189.57,2025-10-19,0
